epoch;accuracy;loss
0;0.0;21.98139190673828
0;1.0;196.92550659179688
0;0.3333333432674408;20465.009765625
0;0.75;30.550764083862305
0;1.0;11.878396987915039
0;1.0;9.807083129882812
0;0.8571428656578064;7.388798713684082
0;0.75;2.4256515502929688
0;0.6666666865348816;2.295696973800659
0;0.6666666865348816;2.5363571643829346
0;0.699999988079071;1.257999062538147
0;0.800000011920929;0.9334732294082642
0;0.5;1.4875472784042358
0;1.0;7.136394023895264
0;1.0;7.177136421203613
0;1.0;6.706735134124756
0;1.0;2.39827561378479
0;0.800000011920929;1.3379905223846436
0;0.6666666865348816;1.2605602741241455
0;0.8571428656578064;0.4944612681865692
0;0.7142857313156128;7.02133846282959
0;0.625;11.905610084533691
0;0.699999988079071;7.028024196624756
0;0.7272727489471436;5.241737365722656
0;0.75;5.39256477355957
0;0.8461538553237915;4.254225730895996
0;0.8333333134651184;2.9837567806243896
0;0.692307710647583;8.822219848632812
0;0.625;4.895257949829102
0;0.7647058963775635;2.241995334625244
0;0.8333333134651184;2.5680932998657227
0;0.5789473652839661;3.7544338703155518
0;0.8999999761581421;2.1740097999572754
0;0.42105263471603394;8.052948951721191
0;0.8181818127632141;7.10324239730835
0;0.8636363744735718;4.723243713378906
0;0.8260869383811951;3.2420613765716553
0;0.782608687877655;2.45186710357666
0;0.7916666865348816;2.5969488620758057
0;0.7916666865348816;3.473020553588867
0;0.6800000071525574;2.203089475631714
0;0.7692307829856873;2.620720386505127
0;0.7931034564971924;4.033641338348389
0;0.7777777910232544;10.346892356872559
0;0.48148149251937866;4.369435787200928
0;0.6551724076271057;2.4026505947113037
0;0.5;2.707695245742798
0;0.6785714030265808;1.2874597311019897
0;0.6000000238418579;2.5823707580566406
0;0.7142857313156128;1.9065560102462769
0;0.6451612710952759;2.619297742843628
0;0.875;0.8648790121078491
0;0.78125;0.5493190288543701
0;0.8108108043670654;0.4467735290527344
0;0.8285714387893677;1.0878206491470337
0;0.7575757503509521;1.7154688835144043
0;0.8823529481887817;1.4629367589950562
0;0.7567567825317383;1.9857584238052368
0;0.6176470518112183;5.479714870452881
0;0.692307710647583;2.5640809535980225
0;0.42105263471603394;3.0592074394226074
0;0.5882353186607361;1.0804494619369507
